,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
451,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Bus Stop 51566 (25),49.24865357512742,-123.08428645133972,Bus Stop
452,Kensington-Cedar Cottage,49.24887598983659,-123.072524704968,Trout Lake Arena,49.25499565957204,-123.0650547180647,Skating Rink
453,Kerrisdale,49.22790912804277,-123.158446901477,Kerrisdale Lumber Home,49.228300688235294,-123.15604884999999,Gift Shop
454,Kerrisdale,49.22790912804277,-123.158446901477,Ajisai Sushi Bar,49.23398442419018,-123.15360541803292,Japanese Restaurant
455,Kerrisdale,49.22790912804277,-123.158446901477,Nando's,49.2345454527471,-123.15405897707295,Portuguese Restaurant
456,Kerrisdale,49.22790912804277,-123.158446901477,Golden Ocean Seafood Restaurant,49.23452983626083,-123.15322564497062,Chinese Restaurant
457,Kerrisdale,49.22790912804277,-123.158446901477,Minerva's Pizza & Steakhouse,49.234674420009775,-123.16177360236595,Italian Restaurant
458,Kerrisdale,49.22790912804277,-123.158446901477,London Drugs,49.233736625728234,-123.15429936468237,Pharmacy
459,Kerrisdale,49.22790912804277,-123.158446901477,Faubourg Bistro,49.23446892208264,-123.15742165218629,Café
460,Kerrisdale,49.22790912804277,-123.158446901477,Secret Garden Tea Company,49.235969630822524,-123.15563690455153,Tea Room
461,Kerrisdale,49.22790912804277,-123.158446901477,Starbucks,49.234263,-123.160344,Coffee Shop
462,Kerrisdale,49.22790912804277,-123.158446901477,Save-On-Foods,49.2275605,-123.155753,Grocery Store
463,Kerrisdale,49.22790912804277,-123.158446901477,Pho Tan Vietnamese Beef Noodle Soup & Bubble Tea,49.23455461158346,-123.15441878514892,Vietnamese Restaurant
464,Kerrisdale,49.22790912804277,-123.158446901477,Michele Cake Shop 君悅餅廊,49.23149595935976,-123.15579817626039,Bakery
465,Kerrisdale,49.22790912804277,-123.158446901477,La Cuisson,49.234152448278905,-123.15366096834323,Coffee Shop
466,Kerrisdale,49.22790912804277,-123.158446901477,Sofra Mediterannean Kitchen,49.23472787768308,-123.15918121085116,Mediterranean Restaurant
467,Kerrisdale,49.22790912804277,-123.158446901477,Shoppers Drug Mart,49.234883,-123.159791,Pharmacy
468,Kerrisdale,49.22790912804277,-123.158446901477,Rocanini,49.23504808378438,-123.15558868158247,Coffee Shop
469,Kerrisdale,49.22790912804277,-123.158446901477,BBT Cafe,49.23219344371493,-123.15580109126304,Chinese Restaurant
470,Kerrisdale,49.22790912804277,-123.158446901477,Kerrisdale Community Centre,49.23325367241877,-123.15643980009825,Gym Pool
471,Kerrisdale,49.22790912804277,-123.158446901477,Nana’s Green Tea,49.234689686384314,-123.15646528854593,Dessert Shop
472,Kerrisdale,49.22790912804277,-123.158446901477,Tim Hortons,49.2348402,-123.1582108,Coffee Shop
473,Kerrisdale,49.22790912804277,-123.158446901477,RBC Dominion Securities,49.23434063155241,-123.15392267879456,Business Service
474,Kerrisdale,49.22790912804277,-123.158446901477,Hills Of Kerrisdale,49.23480528083819,-123.1560947459788,Boutique
475,Kerrisdale,49.22790912804277,-123.158446901477,Sushi Hachi,49.23476179568505,-123.15874541445365,Sushi Restaurant
476,Kerrisdale,49.22790912804277,-123.158446901477,Ramen Jinya,49.23465396993431,-123.15640705709775,Noodle House
477,Kerrisdale,49.22790912804277,-123.158446901477,Subway,49.23520302141911,-123.15573710333206,Sandwich Place
478,Kerrisdale,49.22790912804277,-123.158446901477,Asa Sushi,49.23461546793014,-123.15793463491332,Sushi Restaurant
479,Kerrisdale,49.22790912804277,-123.158446901477,Shota Sushi & Grill,49.23492915096407,-123.1576496597027,Japanese Restaurant
480,Kerrisdale,49.22790912804277,-123.158446901477,TD Canada Trust,49.23438179329572,-123.15829664468765,Bank
481,Kerrisdale,49.22790912804277,-123.158446901477,Dairy Queen / Orange Julius,49.23479460757405,-123.15942116462338,Ice Cream Shop
482,Kerrisdale,49.22790912804277,-123.158446901477,Bus Stop 51954 (49),49.22716903486686,-123.15551519393921,Bus Stop
483,Kerrisdale,49.22790912804277,-123.158446901477,Bus Stop 51018 (16),49.22749487860123,-123.15523665621099,Bus Stop
484,Kerrisdale,49.22790912804277,-123.158446901477,West Coast Liquor Store,49.23639807525972,-123.15570907298024,Liquor Store
485,Kerrisdale,49.22790912804277,-123.158446901477,Adonia Kerrisdale Tea House,49.23463502960234,-123.15365305258857,Tea Room
486,Kerrisdale,49.22790912804277,-123.158446901477,Orange Corner Crepe House,49.23468645695177,-123.15868118812627,Asian Restaurant
487,Kerrisdale,49.22790912804277,-123.158446901477,Bus Stop 59102 (49),49.227184289595996,-123.15301311700925,Bus Stop
488,Kerrisdale,49.22790912804277,-123.158446901477,Kerrisdale Kitchen,49.231358996381736,-123.15577642477967,Chinese Restaurant
489,Kerrisdale,49.22790912804277,-123.158446901477,Modern City Chinese Restaurant,49.23458999346681,-123.15596070579105,Chinese Restaurant
490,Kerrisdale,49.22790912804277,-123.158446901477,Maple Grove Pool,49.22332617397963,-123.15985943260546,Pool
491,Kerrisdale,49.22790912804277,-123.158446901477,Bean Around The World,49.22267397021699,-123.15396236723561,Café
492,Kerrisdale,49.22790912804277,-123.158446901477,Maple Grove Park,49.22267304824296,-123.15394448575984,Park
493,Kerrisdale,49.22790912804277,-123.158446901477,McDonald's,49.23480832853086,-123.15475600492198,Fast Food Restaurant
494,Kerrisdale,49.22790912804277,-123.158446901477,Elm Park,49.23454763379452,-123.16289878188444,Park
495,Kerrisdale,49.22790912804277,-123.158446901477,Cheshire Cheese Inn,49.23515337278918,-123.15574339063177,Bar
496,Killarney,49.22096532017621,-123.0364350932473,Kinemi's Kitchen,49.21494385245612,-123.03044764581463,Pizza Place
497,Killarney,49.22096532017621,-123.0364350932473,Champlain Square,49.21877353130896,-123.04038966866126,Shopping Mall
498,Killarney,49.22096532017621,-123.0364350932473,Sushi Go,49.21954369136304,-123.04099976770806,Sushi Restaurant
499,Killarney,49.22096532017621,-123.0364350932473,Kin's Farm Market,49.219534212339134,-123.04056233952315,Farmers Market
500,Killarney,49.22096532017621,-123.0364350932473,A&W,49.219269,-123.040876,Fast Food Restaurant
501,Killarney,49.22096532017621,-123.0364350932473,Subway,49.21906988519951,-123.03982942764985,Sandwich Place
502,Killarney,49.22096532017621,-123.0364350932473,Booster Juice,49.21958675214103,-123.04085378551275,Juice Bar
503,Killarney,49.22096532017621,-123.0364350932473,Shoppers Drug Mart,49.2191228,-123.0402123,Pharmacy
504,Killarney,49.22096532017621,-123.0364350932473,Petro-Canada,49.219904,-123.040951,Gas Station
505,Killarney,49.22096532017621,-123.0364350932473,Miller's Your Independent Grocer,49.218728,-123.040195,Grocery Store
506,Killarney,49.22096532017621,-123.0364350932473,54th Ave Restaurant,49.21934283752314,-123.04109422540664,Chinese Restaurant
507,Killarney,49.22096532017621,-123.0364350932473,Starbucks,49.219592263287446,-123.04109378294042,Coffee Shop
508,Killarney,49.22096532017621,-123.0364350932473,7-Eleven,49.2216893,-123.0231054,Convenience Store
509,Killarney,49.22096532017621,-123.0364350932473,BMO Bank of Montreal,49.21926103695016,-123.04023936528745,Bank
510,Killarney,49.22096532017621,-123.0364350932473,Great Clips,49.21960571740381,-123.04092586040497,Salon / Barbershop
511,Killarney,49.22096532017621,-123.0364350932473,Esso,49.22024943443783,-123.02365138880093,Gas Station
512,Killarney,49.22096532017621,-123.0364350932473,Fido Exclusive Dealer - AKM Wireless,49.217659,-123.04141,Mobile Phone Shop
513,Killarney,49.22096532017621,-123.0364350932473,Champlain Heights Community Centre,49.21479911616953,-123.03204595832919,Recreation Center
514,Killarney,49.22096532017621,-123.0364350932473,Village Pub,49.215183271403326,-123.03061068966072,Bar
515,Killarney,49.22096532017621,-123.0364350932473,Champlain Video,49.21499550672074,-123.03008404639941,Video Store
516,Kitsilano,49.26676317158805,-123.1608106857826,Terra Breads,49.26813882669247,-123.15927461140588,Bakery
517,Kitsilano,49.26676317158805,-123.1608106857826,Raisu,49.2682441750864,-123.15842988493729,Japanese Restaurant
518,Kitsilano,49.26676317158805,-123.1608106857826,Au Comptoir,49.26819489559636,-123.15703952095528,French Restaurant
519,Kitsilano,49.26676317158805,-123.1608106857826,Maria's Taverna,49.26808506576862,-123.15808153918057,Greek Restaurant
520,Kitsilano,49.26676317158805,-123.1608106857826,Thomas Haas Patisserie,49.26397426489346,-123.16325965844935,Dessert Shop
521,Kitsilano,49.26676317158805,-123.1608106857826,Burgoo Bistro,49.26821120899837,-123.15680991015216,Mac & Cheese Joint
522,Kitsilano,49.26676317158805,-123.1608106857826,Market Meats,49.26810307900443,-123.15820633725792,Deli / Bodega
523,Kitsilano,49.26676317158805,-123.1608106857826,Cafe Lokal,49.26817419279799,-123.16470980644225,Coffee Shop
524,Kitsilano,49.26676317158805,-123.1608106857826,Guanaco Salvadoran Cuisine food truck,49.26825059811553,-123.16174864407195,Food Truck
525,Kitsilano,49.26676317158805,-123.1608106857826,O5 Tea,49.2681473,-123.1554328,Tea Room
526,Kitsilano,49.26676317158805,-123.1608106857826,The Only Cafe,49.26819659535481,-123.16553592681885,Café
527,Kitsilano,49.26676317158805,-123.1608106857826,49th Parallel & Lucky's Doughnuts,49.26803758241085,-123.15487796392169,Coffee Shop
528,Kitsilano,49.26676317158805,-123.1608106857826,Hearts & Vine,49.26415624133572,-123.15759326404458,Coffee Shop
529,Kitsilano,49.26676317158805,-123.1608106857826,Nat's New York Pizzeria,49.26402569632489,-123.16599467118901,Pizza Place
530,Kitsilano,49.26676317158805,-123.1608106857826,Platform 7 Coffee,49.263816242582784,-123.15764772708071,Coffee Shop
531,Kitsilano,49.26676317158805,-123.1608106857826,Semperviva Yoga,49.26397047829807,-123.16493628669284,Yoga Studio
532,Kitsilano,49.26676317158805,-123.1608106857826,Whole Foods Market,49.26826848217039,-123.15705026666838,Grocery Store
533,Kitsilano,49.26676317158805,-123.1608106857826,Semperviva Yoga,49.26827774147933,-123.15518288128301,Yoga Studio
534,Kitsilano,49.26676317158805,-123.1608106857826,Sunshine Diner,49.26404416535284,-123.16551715895503,Diner
535,Kitsilano,49.26676317158805,-123.1608106857826,Connaught Park,49.262167974051614,-123.15616749137108,Park
536,Kitsilano,49.26676317158805,-123.1608106857826,Feastro,49.26812852097066,-123.15671075553315,Food Truck
537,Kitsilano,49.26676317158805,-123.1608106857826,The Naam Restaurant,49.26830060746881,-123.16704878650626,Vegetarian / Vegan Restaurant
538,Kitsilano,49.26676317158805,-123.1608106857826,Arbutus Coffee,49.266278351741576,-123.15283738063711,Coffee Shop
539,Kitsilano,49.26676317158805,-123.1608106857826,Edible Flours,49.263739,-123.156533,Vegetarian / Vegan Restaurant
540,Kitsilano,49.26676317158805,-123.1608106857826,Sophie’s Cosmic Cafe,49.26819182861352,-123.15264792448421,American Restaurant
541,Kitsilano,49.26676317158805,-123.1608106857826,Kitsilano Farmers Market,49.26247019019857,-123.16151702861208,Farmers Market
542,Kitsilano,49.26676317158805,-123.1608106857826,Kitsilano Public Pool,49.27321534899229,-123.15741275274164,Pool
543,Kitsilano,49.26676317158805,-123.1608106857826,Olive + Ruby,49.26414759752197,-123.1693197034581,Café
544,Kitsilano,49.26676317158805,-123.1608106857826,Linh Cafe,49.26823664203513,-123.16906019476568,Breakfast Spot
545,Kitsilano,49.26676317158805,-123.1608106857826,Chewie’s Biscuit Co,49.268252,-123.168789,Southern / Soul Food Restaurant
546,Kitsilano,49.26676317158805,-123.1608106857826,The Indian Oven,49.26802127907163,-123.15055297542438,Indian Restaurant
547,Kitsilano,49.26676317158805,-123.1608106857826,Nelly's Grill,49.26818294927808,-123.15188286709876,Breakfast Spot
548,Kitsilano,49.26676317158805,-123.1608106857826,Turf,49.26816449504141,-123.15160970602004,Salad Place
549,Kitsilano,49.26676317158805,-123.1608106857826,Chewies Steam & Oyster Bar Kitsilano,49.27094028140947,-123.15516803070723,Seafood Restaurant
550,Kitsilano,49.26676317158805,-123.1608106857826,Dairy Queen,49.26422561133658,-123.16488750659573,Ice Cream Shop
551,Kitsilano,49.26676317158805,-123.1608106857826,Their There,49.26810152788798,-123.15139238862835,Bakery
552,Kitsilano,49.26676317158805,-123.1608106857826,Kitsilano Beach,49.27355858778376,-123.15456984360358,Beach
553,Kitsilano,49.26676317158805,-123.1608106857826,Rain or Shine Ice Cream,49.26801810971082,-123.14875379784667,Ice Cream Shop
554,Kitsilano,49.26676317158805,-123.1608106857826,YYoga Kitsilano,49.26816762442381,-123.14842381876217,Yoga Studio
555,Kitsilano,49.26676317158805,-123.1608106857826,Fable,49.267954868505775,-123.14900523592084,Restaurant
556,Kitsilano,49.26676317158805,-123.1608106857826,London Drugs,49.263716,-123.1562769,Pharmacy
557,Kitsilano,49.26676317158805,-123.1608106857826,Maenam,49.26803437330562,-123.14879142707053,Thai Restaurant
558,Kitsilano,49.26676317158805,-123.1608106857826,La Cigale French Bistro,49.26816659017111,-123.14941995757424,French Restaurant
559,Kitsilano,49.26676317158805,-123.1608106857826,Local Kitsilano,49.27248135691792,-123.15523977514346,New American Restaurant
560,Kitsilano,49.26676317158805,-123.1608106857826,Solly’s Bagelry,49.26416541796819,-123.1697919795057,Bagel Shop
561,Kitsilano,49.26676317158805,-123.1608106857826,Darby's Public House,49.268337312773575,-123.16838263480477,Pub
562,Kitsilano,49.26676317158805,-123.1608106857826,Romer's Burger Bar,49.2681844600887,-123.14729481835786,Burger Joint
563,Kitsilano,49.26676317158805,-123.1608106857826,Iki Japanese Restaurant,49.26403946816144,-123.16750583181772,Japanese Restaurant
564,Kitsilano,49.26676317158805,-123.1608106857826,Footworks Relaxology,49.26411805522571,-123.17180412451997,Spa
565,Kitsilano,49.26676317158805,-123.1608106857826,Jam Cafe,49.268335,-123.153952,Café
566,Kitsilano,49.26676317158805,-123.1608106857826,Trees Organic Coffee,49.26207712249794,-123.156104042894,Coffee Shop
567,Kitsilano,49.26676317158805,-123.1608106857826,Ayoub's Dried Fruits & Nuts,49.26811345892036,-123.15154018816227,Food & Drink Shop
568,Kitsilano,49.26676317158805,-123.1608106857826,Mr. Red Cafe,49.26405753644863,-123.16588631624475,Vietnamese Restaurant
569,Kitsilano,49.26676317158805,-123.1608106857826,Nook,49.272247582791714,-123.15516501710475,Italian Restaurant
570,Kitsilano,49.26676317158805,-123.1608106857826,White Spot,49.26394586053885,-123.16326661557517,Burger Joint
571,Kitsilano,49.26676317158805,-123.1608106857826,Broadway International Wine Shop,49.26405758013891,-123.16746083360289,Wine Shop
572,Kitsilano,49.26676317158805,-123.1608106857826,Viva Fine Foods,49.2720595922825,-123.15503075585693,Bakery
573,Kitsilano,49.26676317158805,-123.1608106857826,Temaki Sushi,49.263677390905485,-123.15422236919403,Sushi Restaurant
574,Kitsilano,49.26676317158805,-123.1608106857826,Menchie's,49.26395,-123.163993,Frozen Yogurt Shop
575,Kitsilano,49.26676317158805,-123.1608106857826,Nick Sushi,49.268447,-123.170643,Sushi Restaurant
576,Kitsilano,49.26676317158805,-123.1608106857826,Sejuiced,49.26806619425579,-123.1493132034298,Vegetarian / Vegan Restaurant
577,Kitsilano,49.26676317158805,-123.1608106857826,Tisol,49.26158752172269,-123.15301065271983,Pet Store
578,Kitsilano,49.26676317158805,-123.1608106857826,Parthenon Supermarket,49.264184189678524,-123.17376205624934,Greek Restaurant
579,Kitsilano,49.26676317158805,-123.1608106857826,Zulu Records,49.26802228586013,-123.14971416417187,Record Shop
580,Kitsilano,49.26676317158805,-123.1608106857826,Tera V Burger,49.26418986856429,-123.17167403835828,Vegetarian / Vegan Restaurant
581,Kitsilano,49.26676317158805,-123.1608106857826,Kidsbooks,49.2642490916751,-123.1736633996967,Bookstore
582,Kitsilano,49.26676317158805,-123.1608106857826,Blue Star Japanese Bistro,49.26807265753983,-123.14883177236663,Japanese Restaurant
583,Kitsilano,49.26676317158805,-123.1608106857826,The Billy Bishop,49.27318839227603,-123.15177798618382,Pub
584,Kitsilano,49.26676317158805,-123.1608106857826,Kitsilano Community Centre Gym,49.261735873779394,-123.16193579493576,Gym / Fitness Center
585,Kitsilano,49.26676317158805,-123.1608106857826,Thai Basil,49.272584341336284,-123.15454371467021,Thai Restaurant
586,Kitsilano,49.26676317158805,-123.1608106857826,Drexoll Games,49.26842373281651,-123.16992792774907,Toy / Game Store
587,Kitsilano,49.26676317158805,-123.1608106857826,Tractor,49.26811955488917,-123.14808917567662,Café
588,Kitsilano,49.26676317158805,-123.1608106857826,Semperviva Yoga,49.2638622195814,-123.15010672954278,Yoga Studio
589,Kitsilano,49.26676317158805,-123.1608106857826,Trafalgar Beach,49.27385965330596,-123.1643144079541,Beach
590,Kitsilano,49.26676317158805,-123.1608106857826,Fresh is Best,49.264116494629285,-123.17103006443725,Mexican Restaurant
591,Kitsilano,49.26676317158805,-123.1608106857826,Banana Leaf,49.26425700548646,-123.17231395025166,Malay Restaurant
592,Kitsilano,49.26676317158805,-123.1608106857826,Las Margaritas,49.26822284823799,-123.1501668691635,Mexican Restaurant
593,Kitsilano,49.26676317158805,-123.1608106857826,Neverland Tea Salon,49.26417700873697,-123.17344366175516,Tea Room
594,Kitsilano,49.26676317158805,-123.1608106857826,Kibune Sushi,49.27251349464716,-123.15500267078687,Sushi Restaurant
595,Kitsilano,49.26676317158805,-123.1608106857826,Starbucks,49.264429,-123.167172,Coffee Shop
596,Kitsilano,49.26676317158805,-123.1608106857826,Noodlebox,49.26809582349177,-123.14727499932778,Asian Restaurant
597,Kitsilano,49.26676317158805,-123.1608106857826,Stepback,49.26403046195529,-123.17255210144067,Furniture / Home Store
598,Kitsilano,49.26676317158805,-123.1608106857826,Bangkok City Cafe,49.26847513644915,-123.17064552969958,Thai Restaurant
599,Kitsilano,49.26676317158805,-123.1608106857826,Harvest Deli,49.26419901084844,-123.1715992639372,Deli / Bodega
600,Kitsilano,49.26676317158805,-123.1608106857826,Volunteer Park,49.27132694625529,-123.16943740335185,Park
601,Kitsilano,49.26676317158805,-123.1608106857826,The Boathouse Restaurant,49.274293889837054,-123.15366983413696,Seafood Restaurant
602,Kitsilano,49.26676317158805,-123.1608106857826,blue martini,49.27231950279122,-123.15512979397548,Lounge
603,Kitsilano,49.26676317158805,-123.1608106857826,Starbucks,49.264312,-123.173774,Coffee Shop
604,Kitsilano,49.26676317158805,-123.1608106857826,Dona Lucia Esthetics - Kitsilano,49.264132748564926,-123.1688419841772,Spa
605,Kitsilano,49.26676317158805,-123.1608106857826,Persia Foods,49.264153668815084,-123.16915047877919,Grocery Store
606,Kitsilano,49.26676317158805,-123.1608106857826,Yagger's Kitsilano Restaurant,49.26400780924734,-123.16963810838409,Pub
607,Kitsilano,49.26676317158805,-123.1608106857826,Darby's Cold Beer and Wine,49.26818872634896,-123.16829697891644,Liquor Store
608,Kitsilano,49.26676317158805,-123.1608106857826,Blaq Sheep Coffee House,49.26850802191574,-123.17096531379931,Café
609,Kitsilano,49.26676317158805,-123.1608106857826,Jolly's Indian Bistro,49.26840095849317,-123.17071819065573,Indian Restaurant
610,Kitsilano,49.26676317158805,-123.1608106857826,Kits Sushi,49.272250445074526,-123.15503765524107,Sushi Restaurant
611,Kitsilano,49.26676317158805,-123.1608106857826,Nusa Coffee,49.269135,-123.1661,Coffee Shop
612,Kitsilano,49.26676317158805,-123.1608106857826,The Diving Locker,49.2683958,-123.167211,Sporting Goods Shop
613,Kitsilano,49.26676317158805,-123.1608106857826,"Bus Stop 50063 (2,22,32)",49.268657768969824,-123.16814102232456,Bus Stop
614,Kitsilano,49.26676317158805,-123.1608106857826,Big Johnny's Pizza House,49.268409,-123.168961,Pizza Place
615,Kitsilano,49.26676317158805,-123.1608106857826,Fun In The Sun,49.26851435821945,-123.16906842875427,Women's Store
616,Marpole,49.21055616680606,-123.12941002418997,Talay Thai Restaurant,49.21081661904489,-123.14056043890145,Thai Restaurant
617,Marpole,49.21055616680606,-123.12941002418997,Cafe de l'Orangerie,49.20425832544177,-123.13533178776319,Japanese Restaurant
618,Marpole,49.21055616680606,-123.12941002418997,Mr. Mustache Bubble Tea,49.212458323503185,-123.14045130574947,Bubble Tea Shop
619,Marpole,49.21055616680606,-123.12941002418997,Marpole Curling Club,49.206387228849344,-123.12339052767712,Curling Ice
620,Marpole,49.21055616680606,-123.12941002418997,Gigi Blin,49.208512984741255,-123.13777242379409,Café
621,Marpole,49.21055616680606,-123.12941002418997,Cineplex Cinemas,49.21008771244199,-123.1164201155948,Movie Theater
622,Marpole,49.21055616680606,-123.12941002418997,Snackshot 糖白府,49.21330240731699,-123.14027389811952,Dessert Shop
623,Marpole,49.21055616680606,-123.12941002418997,Cravings Restaurant + Lounge,49.205560455712835,-123.13135770310889,American Restaurant
624,Marpole,49.21055616680606,-123.12941002418997,Penang Delight Cafe,49.204241,-123.135335,Malay Restaurant
625,Marpole,49.21055616680606,-123.12941002418997,Red Star Seafood Restaurant 鴻星海鮮酒家,49.210970913976446,-123.14040472485514,Chinese Restaurant
626,Marpole,49.21055616680606,-123.12941002418997,Mirchi Restaurant,49.21360833208571,-123.1402906578003,Indian Restaurant
627,Marpole,49.21055616680606,-123.12941002418997,Applause Japanese Restaurant,49.2109269291672,-123.13034413165059,Japanese Restaurant
628,Marpole,49.21055616680606,-123.12941002418997,T&T Supermarket,49.209719213494175,-123.11632028560577,Supermarket
629,Marpole,49.21055616680606,-123.12941002418997,Ming Tak Hong Kong Style Restaurant,49.21081508063162,-123.14056748744035,Chinese Restaurant
630,Marpole,49.21055616680606,-123.12941002418997,YVR Runway 26R Spotting Area,49.20345310422933,-123.13466350994226,Scenic Lookout
631,Marpole,49.21055616680606,-123.12941002418997,The Place Restaurant,49.21279843638876,-123.14027200179878,Dim Sum Restaurant
632,Marpole,49.21055616680606,-123.12941002418997,A&W,49.209364,-123.116783,Fast Food Restaurant
633,Marpole,49.21055616680606,-123.12941002418997,Sushi Wow,49.211651473849884,-123.14048713827447,Sushi Restaurant
634,Marpole,49.21055616680606,-123.12941002418997,Starbucks,49.209515,-123.14167,Coffee Shop
635,Marpole,49.21055616680606,-123.12941002418997,Wicks Café,49.2034040291729,-123.13465618970868,Café
636,Marpole,49.21055616680606,-123.12941002418997,Safeway Marpole,49.209452,-123.14107,Grocery Store
637,Marpole,49.21055616680606,-123.12941002418997,Tim Hortons,49.209315,-123.11691,Coffee Shop
638,Marpole,49.21055616680606,-123.12941002418997,White Spot,49.204677733206026,-123.13066449013823,Burger Joint
639,Marpole,49.21055616680606,-123.12941002418997,RBC Royal Bank,49.208710559876586,-123.14076812898176,Bank
640,Marpole,49.21055616680606,-123.12941002418997,Donair Spot,49.20821571444062,-123.14017818700273,Falafel Restaurant
641,Marpole,49.21055616680606,-123.12941002418997,Dublin Crossing Irish Pub,49.20943293071846,-123.11653379711825,Irish Pub
642,Marpole,49.21055616680606,-123.12941002418997,Value On Liquor Store,49.203398521588234,-123.13468839972283,Liquor Store
643,Marpole,49.21055616680606,-123.12941002418997,Subway,49.211101276275215,-123.1407098331706,Sandwich Place
644,Marpole,49.21055616680606,-123.12941002418997,TD Canada Trust,49.212948994648094,-123.14072196537836,Bank
645,Marpole,49.21055616680606,-123.12941002418997,Tai Tung Chinese Seafood Restaurant,49.21285709373818,-123.1402597133352,Chinese Restaurant
646,Marpole,49.21055616680606,-123.12941002418997,TD Canada Trust,49.2100472,-123.1162425,Bank
647,Marpole,49.21055616680606,-123.12941002418997,Pizza Hut,49.2119988,-123.1408106,Pizza Place
648,Marpole,49.21055616680606,-123.12941002418997,Petro-Canada,49.210084,-123.117405,Gas Station
649,Marpole,49.21055616680606,-123.12941002418997,Thai Son,49.20480883349685,-123.13945575543539,Vietnamese Restaurant
650,Marpole,49.21055616680606,-123.12941002418997,Subway,49.20858907878571,-123.11979213899735,Sandwich Place
651,Marpole,49.21055616680606,-123.12941002418997,Sushi King House,49.2116090803572,-123.14042285560998,Sushi Restaurant
652,Marpole,49.21055616680606,-123.12941002418997,Ikura Japanese Restaurant,49.207950635093255,-123.14034349611859,Sushi Restaurant
653,Marpole,49.21055616680606,-123.12941002418997,Cafe Mai-Mai,49.20811899837965,-123.14014332071825,Vietnamese Restaurant
654,Marpole,49.21055616680606,-123.12941002418997,Petro-Canada,49.212297,-123.14038,Gas Station
655,Marpole,49.21055616680606,-123.12941002418997,Starbucks,49.21306,-123.14014,Coffee Shop
656,Marpole,49.21055616680606,-123.12941002418997,Winners,49.210236,-123.11614,Department Store
657,Marpole,49.21055616680606,-123.12941002418997,Denny's,49.208824257471676,-123.11934744177961,Breakfast Spot
658,Marpole,49.21055616680606,-123.12941002418997,The Yard,49.20962486982165,-123.1404700640387,Bar
659,Marpole,49.21055616680606,-123.12941002418997,RBC Royal Bank,49.210596,-123.116491,Bank
660,Marpole,49.21055616680606,-123.12941002418997,Oak Park,49.21558550290013,-123.12862873077393,Park
661,Marpole,49.21055616680606,-123.12941002418997,Wang's Beef Noodle House,49.2101588432993,-123.14011044687494,Noodle House
662,Marpole,49.21055616680606,-123.12941002418997,Marpole Park,49.20673412884046,-123.13573606582712,Park
663,Marpole,49.21055616680606,-123.12941002418997,Ebisu Park,49.20670842063995,-123.13574027868916,Park
664,Marpole,49.21055616680606,-123.12941002418997,Once A Tree Furniture,49.20747804011583,-123.12193220500757,Furniture / Home Store
665,Marpole,49.21055616680606,-123.12941002418997,Shoppers Drug Mart,49.210336,-123.115999,Pharmacy
666,Marpole,49.21055616680606,-123.12941002418997,Crystal Ballroom,49.20600324462674,-123.1231049063227,Dance Studio
667,Marpole,49.21055616680606,-123.12941002418997,Subway,49.209873,-123.116526,Sandwich Place
668,Marpole,49.21055616680606,-123.12941002418997,Gold Train Express,49.21161562882038,-123.14042936489156,Vietnamese Restaurant
669,Marpole,49.21055616680606,-123.12941002418997,Papa's Eatery,49.21224831919592,-123.1402930916278,Sandwich Place
670,Marpole,49.21055616680606,-123.12941002418997,Rogers Plus,49.21075660832915,-123.14070364881802,Video Store
671,Marpole,49.21055616680606,-123.12941002418997,Jasmine Flower Shanghai Cuisine,49.20918,-123.140545,Shanghai Restaurant
672,Marpole,49.21055616680606,-123.12941002418997,Y&Y DESSERT,49.21239,-123.14042,Dessert Shop
673,Marpole,49.21055616680606,-123.12941002418997,Bean Around The World,49.212181827696895,-123.14055054790587,Coffee Shop
674,Marpole,49.21055616680606,-123.12941002418997,Tad's Sporting Goods,49.20879361715249,-123.14054060087962,Sporting Goods Shop
675,Marpole,49.21055616680606,-123.12941002418997,The Meat Up,49.213292,-123.140111,Chinese Restaurant
676,Marpole,49.21055616680606,-123.12941002418997,Bus Stop 50758 (10),49.20874541925942,-123.14063427876816,Bus Stop
677,Marpole,49.21055616680606,-123.12941002418997,BC Liquor Store,49.209635,-123.14103219,Liquor Store
678,Marpole,49.21055616680606,-123.12941002418997,Salvation Army Thrift Store,49.21372856659632,-123.14025878906249,Thrift / Vintage Store
679,Marpole,49.21055616680606,-123.12941002418997,Fraser River Trail,49.20353291654401,-123.13464360982998,Trail
680,Mount Pleasant,49.26424694221211,-123.10113726117027,Brassneck Brewery,49.26575630058471,-123.10060592190426,Brewery
681,Mount Pleasant,49.26424694221211,-123.10113726117027,Pulpfiction Books,49.26355342177575,-123.10073379181604,Bookstore
682,Mount Pleasant,49.26424694221211,-123.10113726117027,La petite cuillère,49.263532538170665,-123.09990020957775,Tea Room
683,Mount Pleasant,49.26424694221211,-123.10113726117027,Elysian Coffee,49.26462056353454,-123.10496259408076,Coffee Shop
684,Mount Pleasant,49.26424694221211,-123.10113726117027,33 Acres Brewing Company,49.26385708992825,-123.10532987035252,Brewery
685,Mount Pleasant,49.26424694221211,-123.10113726117027,Fable Diner,49.26297765141387,-123.10167247616315,Diner
